0.0518393;-0.04320821;00:20:14.88;13/10/22;False
0.09375485;-0.1110364;00:20:15.08;13/10/22;False
0.1320617;-0.1658065;00:20:15.28;13/10/22;False
0.164611;-0.2262261;00:20:15.48;13/10/22;False
0.1958648;-0.2805882;00:20:15.68;13/10/22;False
0.2253318;-0.3289101;00:20:15.88;13/10/22;False
0.2574962;-0.3747036;00:20:16.08;13/10/22;False
0.2836216;-0.4172772;00:20:16.28;13/10/22;False
0.3079528;-0.466166;00:20:16.48;13/10/22;False
0.3314559;-0.5052863;00:20:16.68;13/10/22;False
0.3534949;-0.540523;00:20:16.88;13/10/22;False
0.3731046;-0.581787;00:20:17.08;13/10/22;False
0.3934119;-0.610183;00:20:17.28;13/10/22;False
0.4122169;-0.6395102;00:20:17.48;13/10/22;False
0.4315883;-0.6722328;00:20:17.68;13/10/22;False
0.4476932;-0.7001415;00:20:17.88;13/10/22;False
0.46273;-0.723468;00:20:18.08;13/10/22;False
0.478417;-0.7492579;00:20:18.28;13/10/22;False
0.4922024;-0.7732918;00:20:18.48;13/10/22;False
0.5040867;-0.7932024;00:20:18.68;13/10/22;False
0.5152322;-0.8124227;00:20:18.88;13/10/22;False
0.5294681;-0.8283148;00:20:19.08;13/10/22;False
0.5411192;-0.8442351;00:20:19.28;13/10/22;False
0.5500464;-0.8573884;00:20:19.48;13/10/22;False
0.5592252;-0.8716922;00:20:19.68;13/10/22;False
0.5683588;-0.8850296;00:20:19.88;13/10/22;False
0.5750892;-0.8986554;00:20:20.08;13/10/22;False
0.5873689;-0.9138852;00:20:20.28;13/10/22;False
0.5940855;-0.9341324;00:20:20.48;13/10/22;False
0.6001;-0.9418152;00:20:20.68;13/10/22;False
0.6110627;-0.9506781;00:20:20.88;13/10/22;False
0.6162563;-0.9603191;00:20:21.08;13/10/22;False
0.6198902;-0.9709633;00:20:21.28;13/10/22;False
0.6245892;-0.9789616;00:20:21.48;13/10/22;False
0.6297325;-0.9847535;00:20:21.68;13/10/22;False
0.6339564;-0.9983987;00:20:21.88;13/10/22;False
